user_id,timestamp,page_url
U001,2024-01-15 09:00:00,/home
U001,2024-01-15 09:02:00,/products
U001,2024-01-15 09:05:00,/product/detail?id=101
U001,2024-01-15 09:08:00,/cart
U001,2024-01-15 09:10:00,/checkout
U001,2024-01-15 09:15:00,/payment/success
U002,2024-01-15 09:10:00,/home
U002,2024-01-15 09:11:00,/search?q=phone
U002,2024-01-15 09:13:00,/product/detail?id=202
U002,2024-01-15 09:16:00,/cart
U002,2024-01-15 09:17:00,/home
U003,2024-01-15 09:20:00,/products
U003,2024-01-15 09:22:00,/product/detail?id=303
U003,2024-01-15 09:25:00,/products
U003,2024-01-15 09:27:00,/product/detail?id=404
U003,2024-01-15 09:30:00,/cart
U004,2024-01-15 09:30:00,/home
U004,2024-01-15 09:31:00,/products
U004,2024-01-15 09:33:00,/product/detail?id=101
U004,2024-01-15 09:35:00,/cart
U004,2024-01-15 09:36:00,/checkout
U004,2024-01-15 09:40:00,/payment/success
U005,2024-01-15 09:40:00,/search?q=laptop
U005,2024-01-15 09:42:00,/product/detail?id=505
U005,2024-01-15 09:45:00,/products
U006,2024-01-15 10:00:00,/home
U006,2024-01-15 10:02:00,/products
U006,2024-01-15 10:05:00,/product/detail?id=202
U006,2024-01-15 10:08:00,/cart
U006,2024-01-15 10:10:00,/checkout
U006,2024-01-15 10:15:00,/payment/success
U007,2024-01-15 10:10:00,/home
U007,2024-01-15 10:11:00,/search?q=headphone
U007,2024-01-15 10:13:00,/product/detail?id=606
U007,2024-01-15 10:16:00,/cart
U008,2024-01-15 10:20:00,/products
U008,2024-01-15 10:22:00,/product/detail?id=707
U008,2024-01-15 10:25:00,/cart
U008,2024-01-15 10:27:00,/checkout
U009,2024-01-15 10:30:00,/home
U009,2024-01-15 10:31:00,/products
U009,2024-01-15 10:33:00,/product/detail?id=101
U010,2024-01-15 10:40:00,/search?q=watch
U010,2024-01-15 10:42:00,/product/detail?id=808
U010,2024-01-15 10:45:00,/cart
U010,2024-01-15 10:48:00,/checkout
U010,2024-01-15 10:52:00,/payment/success
U011,2024-01-15 11:00:00,/home
U011,2024-01-15 11:02:00,/products
U011,2024-01-15 11:05:00,/product/detail?id=303
U011,2024-01-15 11:08:00,/products
U011,2024-01-15 11:10:00,/product/detail?id=909
U011,2024-01-15 11:15:00,/cart
U011,2024-01-15 11:17:00,/checkout
U012,2024-01-15 11:10:00,/home
U012,2024-01-15 11:12:00,/search?q=phone
U012,2024-01-15 11:14:00,/product/detail?id=202
U012,2024-01-15 11:18:00,/cart
U012,2024-01-15 11:20:00,/checkout
U012,2024-01-15 11:25:00,/payment/success
U013,2024-01-15 11:30:00,/products
U013,2024-01-15 11:32:00,/product/detail?id=505
U014,2024-01-15 11:40:00,/home
U014,2024-01-15 11:41:00,/products
U014,2024-01-15 11:43:00,/product/detail?id=606
U014,2024-01-15 11:45:00,/cart
U014,2024-01-15 11:46:00,/checkout
U015,2024-01-15 12:00:00,/home
U015,2024-01-15 12:02:00,/search?q=camera
U015,2024-01-15 12:05:00,/product/detail?id=1010
U015,2024-01-15 12:08:00,/cart
U015,2024-01-15 12:10:00,/checkout
U015,2024-01-15 12:15:00,/payment/success
